Word;Frequency;Rank;Logarithm of Frequency;Logarithm of rank
новый;4;906;0.6020599913279623;2.957128197676813
схватиться;4;907;0.6020599913279623;2.9576072870600947
обратно;4;908;0.6020599913279623;2.958085848521085
верно;4;909;0.6020599913279623;2.958563883221967
послезавтра;4;910;0.6020599913279623;2.9590413923210934
ффф;4;911;0.6020599913279623;2.959518376972998
трагедия;4;912;0.6020599913279623;2.9599948383284156
зимой;4;913;0.6020599913279623;2.9604707775342987
ясный;4;914;0.6020599913279623;2.9609461957338308
судорога;4;915;0.6020599913279623;2.961421094066448
город;4;916;0.6020599913279623;2.96189547366785
простить;4;917;0.6020599913279623;2.962369335670021
пианист;4;918;0.6020599913279623;2.9628426812012423
тринадцать;4;919;0.6020599913279623;2.963315511386111
глотка;4;920;0.6020599913279623;2.963787827345555
купавна;4;921;0.6020599913279623;2.9642596301968487
задремать;4;922;0.6020599913279623;2.9647309210536292
удавить;4;923;0.6020599913279623;2.9652017010259115
хотя;4;924;0.6020599913279623;2.9656719712201065
сверх;4;925;0.6020599913279623;2.966141732739032
речь;4;926;0.6020599913279623;2.966610986681934
привыкнуть;4;927;0.6020599913279623;2.9670797341444968
невозможно;4;928;0.6020599913279623;2.967547976218862
легковесный;4;929;0.6020599913279623;2.9680157139936414
дерьмо;4;930;0.6020599913279623;2.968482948553935
кучиный;4;931;0.6020599913279623;2.9689496809813423
вздохнуть;4;932;0.6020599913279623;2.969415912353981
попасться;4;933;0.6020599913279623;2.9698816437464997
рисовать;4;934;0.6020599913279623;2.970346876230093
длинный;4;935;0.6020599913279623;2.9708116108725178
м;4;936;0.6020599913279623;2.9712758487381046
прыгать;4;937;0.6020599913279623;2.9717395908877777
исход;4;938;0.6020599913279623;2.972202838379064
лес;4;939;0.6020599913279623;2.9726655922661105
зелёный;4;940;0.6020599913279623;2.9731278535996983
облетать;4;941;0.6020599913279623;2.9735896234272565
грустно;4;942;0.6020599913279623;2.974050902792877
король;4;943;0.6020599913279623;2.974511692737328
прозревать;4;944;0.6020599913279623;2.9749719942980684
очнуться;4;945;0.6020599913279623;2.9754318085092626
рядом;4;946;0.6020599913279623;2.9758911364017924
блядь;4;947;0.6020599913279623;2.976349979003273
раздавить;4;948;0.6020599913279623;2.9768083373380656
ножик;4;949;0.6020599913279623;2.9772662124272924
резать;4;950;0.6020599913279623;2.9777236052888476
дойти;4;951;0.6020599913279623;2.978180516937414
пурпур;4;952;0.6020599913279623;2.978636948384474
поднести;4;953;0.6020599913279623;2.9790929006383258
гоголь;4;954;0.6020599913279623;2.979548374704095
таков;4;955;0.6020599913279623;2.980003371583746
врать;4;956;0.6020599913279623;2.9804578922760996
словно;4;957;0.6020599913279623;2.980911937776843
дерзать;4;958;0.6020599913279623;2.981365509078544
называть;4;959;0.6020599913279623;2.9818186071706636
заняться;4;960;0.6020599913279623;2.982271233039568
вернуть;4;961;0.6020599913279623;2.9827233876685453
неужели;4;962;0.6020599913279623;2.9831750720378127
вроде;4;963;0.6020599913279623;2.9836262871245345
зихь;4;964;0.6020599913279623;2.9840770339028304
ценить;4;965;0.6020599913279623;2.984527313343792
превыше;4;966;0.6020599913279623;2.984977126415493
политура;4;967;0.6020599913279623;2.985426474083001
женева;4;968;0.6020599913279623;2.985875357308393
букет;4;969;0.6020599913279623;2.986323777050765
сирень;4;970;0.6020599913279623;2.9867717342662448
часть;4;971;0.6020599913279623;2.9872192299080047
напротив;4;972;0.6020599913279623;2.987666264926274
30;4;973;0.6020599913279623;2.9881128402683514
помешивать;4;974;0.6020599913279623;2.9885589568786153
жимолость;4;975;0.6020599913279623;2.9890046156985366
поперёк;4;976;0.6020599913279623;2.9894498176666913
подать;4;977;0.6020599913279623;2.9898945637187726
тупой;4;978;0.6020599913279623;2.9903388547876015
подозрительно;4;979;0.6020599913279623;2.9907826918031377
вскочить;4;980;0.6020599913279623;2.9912260756924947
броситься;4;981;0.6020599913279623;2.9916690073799486
папаша;4;982;0.6020599913279623;2.9921114877869495
иииия;4;983;0.6020599913279623;2.9925535178321354
верхний;4;984;0.6020599913279623;2.9929950984313414
кудато;4;985;0.6020599913279623;2.9934362304976116
поглядеть;4;986;0.6020599913279623;2.993876914941211
дед;4;987;0.6020599913279623;2.9943171526696366
посуда;4;988;0.6020599913279623;2.994756944587628
антон;4;989;0.6020599913279623;2.9951962915971793
шампанское;4;990;0.6020599913279623;2.9956351945975497
мусоргский;4;991;0.6020599913279623;2.9960736544852753
римскийкорсак;4;992;0.6020599913279623;2.996511672154178
кресло;4;993;0.6020599913279623;2.996949248495381
клико;4;994;0.6020599913279623;2.997386384397313
разбудить;4;995;0.6020599913279623;2.997823080745725
храпунов;4;996;0.6020599913279623;2.9982593384236984
ухо;4;997;0.6020599913279623;2.9986951583116555
разница;4;998;0.6020599913279623;2.999130541287371
незаметно;4;999;0.6020599913279623;2.9995654882259823
вместо;4;1000;0.6020599913279623;2.9999999999999996
мужик;4;1001;0.6020599913279623;3.0004340774793183
расти;4;1002;0.6020599913279623;3.0008677215312267
блестящий;4;1003;0.6020599913279623;3.001300933020418
обычный;4;1004;0.6020599913279623;3.001733712809
вызывать;4;1005;0.6020599913279623;3.0021660617565074
коли;4;1006;0.6020599913279623;3.0025979807199086
капереть;4;1007;0.6020599913279623;3.003029470553618
помешаться;4;1008;0.6020599913279623;3.0034605321095063
арфа;4;1009;0.6020599913279623;3.00389116623691
жабо;4;1010;0.6020599913279623;3.004321373782642
председатель;4;1011;0.6020599913279623;3.0047511555910007
чирей;4;1012;0.6020599913279623;3.00518051250378
лодка;4;1013;0.6020599913279623;3.00560944536028
франция;4;1014;0.6020599913279623;3.006037954997317
кушать;4;1015;0.6020599913279623;3.0064660422492313
выбить;4;1016;0.6020599913279623;3.0068937079479
томила;4;1017;0.6020599913279623;3.0073209529227443
ненавидеть;4;1018;0.6020599913279623;3.0077477780007396
недоумение;4;1019;0.6020599913279623;3.008174184006426
бабушка;4;1020;0.6020599913279623;3.008600171761917
закричать;4;1021;0.6020599913279623;3.00902574208691
азия;4;1022;0.6020599913279623;3.0094508957986936
забыться;4;1023;0.6020599913279623;3.0098756337121597
самодовольство;4;1024;0.6020599913279623;3.0102999566398116
уста;4;1025;0.6020599913279623;3.010723865391773
луиджи;4;1026;0.6020599913279623;3.011147360775797
феномен;4;1027;0.6020599913279623;3.011570443597278
кругом;4;1028;0.6020599913279623;3.0119931146592567
клиника;4;1029;0.6020599913279623;3.0124153747624325
нольноль;4;1030;0.6020599913279623;3.012837224705172
ангажировать;4;1031;0.6020599913279623;3.0132586652835163
стадо;4;1032;0.6020599913279623;3.013679697291192
побежать;4;1033;0.6020599913279623;3.0141003215196203
ореховозуев;4;1034;0.6020599913279623;3.0145205387579233
москвапетушка;4;1035;0.6020599913279623;3.014940349792936
век;4;1036;0.6020599913279623;3.015359755409214
постоять;4;1037;0.6020599913279623;3.015778756389041
злоба;4;1038;0.6020599913279623;3.016197353512439
ого;4;1039;0.6020599913279623;3.016615547557177
краешек;4;1040;0.6020599913279623;3.0170333392987803
лгать;4;1041;0.6020599913279623;3.017450729510536
карман;4;1042;0.6020599913279623;3.0178677189635055
солнце;4;1043;0.6020599913279623;3.0182843084265305
выступать;4;1044;0.6020599913279623;3.018700498666243
закат;4;1045;0.6020599913279623;3.0191162904470725
убрать;4;1046;0.6020599913279623;3.0195316845312554
канцлер;4;1047;0.6020599913279623;3.0199466816788423
террор;4;1048;0.6020599913279623;3.0203612826477073
прецедент;4;1049;0.6020599913279623;3.0207754881935576
фантом;4;1050;0.6020599913279623;3.021189299069938
постучаться;4;1051;0.6020599913279623;3.021602716028242
странница;4;1052;0.6020599913279623;3.02201573981772
разбиться;4;1053;0.6020599913279623;3.022428371185486
блондинка;4;1054;0.6020599913279623;3.0228406108765276
водопьянов;4;1055;0.6020599913279623;3.0232524596337114
графин;4;1056;0.6020599913279623;3.0236639181977933
стекло;4;1057;0.6020599913279623;3.024074987307426
кустик;4;1058;0.6020599913279623;3.0244856676991665
канделябр;4;1059;0.6020599913279623;3.024895960107485
озноб;4;1060;0.6020599913279623;3.02530586526477
полнолуние;4;1061;0.6020599913279623;3.0257153839013404
утирать;4;1062;0.6020599913279623;3.02612451674545
талиф;4;1063;0.6020599913279623;3.0265332645232963
весы;4;1064;0.6020599913279623;3.026941627959029
катиться;4;1065;0.6020599913279623;3.027349607774756
уведомление;3;1066;0.47712125471966244;3.027757204690553
издание;3;1067;0.47712125471966244;3.0281644194244697
пропустить;3;1068;0.47712125471966244;3.0285712526925375
прочитать;3;1069;0.47712125471966244;3.028977705208778
счесть;3;1070;0.47712125471966244;3.0293837776852093
бывший;3;1071;0.47712125471966244;3.0297894708318553
оскорбить;3;1072;0.47712125471966244;3.030194785356751
юг;3;1073;0.47712125471966244;3.0305997219659506
действовать;3;1074;0.47712125471966244;3.0310042813635367
согласный;3;1075;0.47712125471966244;3.0314084642516237
кружка;3;1076;0.47712125471966244;3.03181227133037
альбдедессерт;3;1077;0.47712125471966244;3.0322157032979815
путём;3;1078;0.47712125471966244;3.0326187608507196
отчётливо;3;1079;0.47712125471966244;3.0330214446829102
кольцо;3;1080;0.47712125471966244;3.0334237554869494
собственно;3;1081;0.47712125471966244;3.03382569395331
ступенька;3;1082;0.47712125471966244;3.03422726077055
рубль;3;1083;0.47712125471966244;3.03462845662532
последовательность;3;1084;0.47712125471966244;3.035029282202368
убить;3;1085;0.47712125471966244;3.0354297381845483
беспамятство;3;1086;0.47712125471966244;3.035829825252828
вынести;3;1087;0.47712125471966244;3.0362295440862943
вон;3;1088;0.47712125471966244;3.0366288953621607
бедствие;3;1089;0.47712125471966244;3.0370278797557746
нерв;3;1090;0.47712125471966244;3.0374264979406234
гдеть;3;1091;0.47712125471966244;3.0378247505883413
куданибудь;3;1092;0.47712125471966244;3.038222638368718
скучно;3;1093;0.47712125471966244;3.038620161949703
колонна;3;1094;0.47712125471966244;3.0390173219974117
зажмуриться;3;1095;0.47712125471966244;3.039414119176137
походить;3;1096;0.47712125471966244;3.0398105541483504
открыться;3;1097;0.47712125471966244;3.040206627574711
красненький;3;1098;0.47712125471966244;3.0406023401140727
состояние;3;1099;0.47712125471966244;3.04099769242349
напоминать;3;1100;0.47712125471966244;3.0413926851582245
вспоминать;3;1101;0.47712125471966244;3.0417873189717515
застывать;3;1102;0.47712125471966244;3.0421815945157658
посреди;3;1103;0.47712125471966244;3.0425755124401905
секунда;3;1104;0.47712125471966244;3.04296907339318
решительно;3;1105;0.47712125471966244;3.043362278021129
бефстроганов;3;1106;0.47712125471966244;3.043755126968679
посвоему;3;1107;0.47712125471966244;3.044147620878723
слишком;3;1108;0.47712125471966244;3.0445397603924107
больно;3;1109;0.47712125471966244;3.0449315461491597
лететь;3;1110;0.47712125471966244;3.045322978786657
особенно;3;1111;0.47712125471966244;3.0457140589408676
согласиться;3;1112;0.47712125471966244;3.0461047872460383
800;3;1113;0.47712125471966244;3.0464951643347082
подождать;3;1114;0.47712125471966244;3.04688519083771
вслед;3;1115;0.47712125471966244;3.0472748673841794
отвращение;3;1116;0.47712125471966244;3.0476641946015595
спасение;3;1117;0.47712125471966244;3.048053173115609
беда;3;1118;0.47712125471966244;3.0484418035504044
поднять;3;1119;0.47712125471966244;3.0488300865283495
молчание;3;1120;0.47712125471966244;3.049218022670181
добрый;3;1121;0.47712125471966244;3.049605612594973
чей;3;1122;0.47712125471966244;3.049992856920142
дико;3;1123;0.47712125471966244;3.0503797562614574
тишина;3;1124;0.47712125471966244;3.050766311233042
лишь;3;1125;0.47712125471966244;3.051152522447381
8;3;1126;0.47712125471966244;3.051538390515327
16;3;1127;0.47712125471966244;3.0519239160461065
влево;3;1128;0.47712125471966244;3.0523090996473234
вправо;3;1129;0.47712125471966244;3.0526939419249675
насчёт;3;1130;0.47712125471966244;3.053078443483419
копейка;3;1131;0.47712125471966244;3.053462604925455
вступить;3;1132;0.47712125471966244;3.0538464268522523
вплоть;3;1133;0.47712125471966244;3.054229909863397
оооо;3;1134;0.47712125471966244;3.0546130545568873
пассажир;3;1135;0.47712125471966244;3.0549958615291413
даться;3;1136;0.47712125471966244;3.055378331375
пахнуть;3;1137;0.47712125471966244;3.0557604646877348
молот;3;1138;0.47712125471966244;3.056142262059052
набраться;3;1139;0.47712125471966244;3.0565237240791
рада;3;1140;0.47712125471966244;3.0569048513364723
одиннадцать;3;1141;0.47712125471966244;3.0572856444182146
подняться;3;1142;0.47712125471966244;3.057666103909829
ощупать;3;1143;0.47712125471966244;3.058046230395281
молния;3;1144;0.47712125471966244;3.058426024457005
желанный;3;1145;0.47712125471966244;3.0588054866759067
ухватить;3;1146;0.47712125471966244;3.059184617631371
умолять;3;1147;0.47712125471966244;3.0595634179012676
везувий;3;1148;0.47712125471966244;3.0599418880619544
столица;3;1149;0.47712125471966244;3.060320028688285
притихнуть;3;1150;0.47712125471966244;3.0606978403536114
уважать;3;1151;0.47712125471966244;3.0610753236297916
ничто;3;1152;0.47712125471966244;3.061452479087193
глубоко;3;1153;0.47712125471966244;3.0618293072946985
смысл;3;1154;0.47712125471966244;3.0622058088197126
сомнение;3;1155;0.47712125471966244;3.0625819842281627
сморгнуть;3;1156;0.47712125471966244;3.0629578340845103
бессмертный;3;1157;0.47712125471966244;3.0633333589517493
мавр;3;1158;0.47712125471966244;3.063708559391417
крякнуть;3;1159;0.47712125471966244;3.0640834359635956
трансцендентальный;3;1160;0.47712125471966244;3.064457989226918
прятаться;3;1161;0.47712125471966244;3.0648322197385736
ктонибыть;3;1162;0.47712125471966244;3.0652061280543115
затосковать;3;1163;0.47712125471966244;3.065579714728448
сель;3;1164;0.47712125471966244;3.0659529803138694
постичь;3;1165;0.47712125471966244;3.066325925362037
привстать;3;1166;0.47712125471966244;3.066698550422995
каин;3;1167;0.47712125471966244;3.06707085604537
манфред;3;1168;0.47712125471966244;3.0674428427763805
подлец;3;1169;0.47712125471966244;3.06781451116184
изумление;3;1170;0.47712125471966244;3.0681858617461617
ать;3;1171;0.47712125471966244;3.068556895072363
гора;3;1172;0.47712125471966244;3.0689276116820716
целомудрие;3;1173;0.47712125471966244;3.0692980121155293
элементарный;3;1174;0.47712125471966244;3.0696680969115957
многий;3;1175;0.47712125471966244;3.070037866607755
пукнуть;3;1176;0.47712125471966244;3.0704073217401193
ветка;3;1177;0.47712125471966244;3.070776462843434
вслух;3;1178;0.47712125471966244;3.0711452904510823
многое;3;1179;0.47712125471966244;3.0715138050950888
индивидуальный;3;1180;0.47712125471966244;3.071882007306125
управление;3;1181;0.47712125471966244;3.0722498976135144
перемена;3;1182;0.47712125471966244;3.0726174765452363
вводить;3;1183;0.47712125471966244;3.0729847446279304
следующий;3;1184;0.47712125471966244;3.073351702386901
образ;3;1185;0.47712125471966244;3.0737183503461223
убивать;3;1186;0.47712125471966244;3.074084689028244
одеколон;3;1187;0.47712125471966244;3.074450718954591
вчерашний;3;1188;0.47712125471966244;3.074816440645175
лёха;3;1189;0.47712125471966244;3.075181854618691
заря;3;1190;0.47712125471966244;3.07554696139253
попить;3;1191;0.47712125471966244;3.075911761482777
хватать;3;1192;0.47712125471966244;3.0762762554042173
идеал;3;1193;0.47712125471966244;3.0766404436703416
пропасть;3;1194;0.47712125471966244;3.0770043267933502
столетие;3;1195;0.47712125471966244;3.077367905284156
мера;3;1196;0.47712125471966244;3.0777311796523916
израиль;3;1197;0.47712125471966244;3.07809415040641
голанский;3;1198;0.47712125471966244;3.0784568180532923
соловьиный;3;1199;0.47712125471966244;3.0788191830988483
сад;3;1200;0.47712125471966244;3.0791812460476247
александр;3;1201;0.47712125471966244;3.0795430074029055
книга;3;1202;0.47712125471966244;3.0799044676667204
прочесть;3;1203;0.47712125471966244;3.0802656273398443
собирать;3;1204;0.47712125471966244;3.080626486921805
тутто;3;1205;0.47712125471966244;3.0809870469108867
заботиться;3;1206;0.47712125471966244;3.0813473078041325
паразит;3;1207;0.47712125471966244;3.081707270097349
мудак;3;1208;0.47712125471966244;3.082066934285113
графика;3;1209;0.47712125471966244;3.0824263008607717
горизонтальный;3;1210;0.47712125471966244;3.0827853703164494
изображать;3;1211;0.47712125471966244;3.083144143143052
блиндяев;3;1212;0.47712125471966244;3.083502619830267
кпсс;3;1213;0.47712125471966244;3.0838608008665727
1936;3;1214;0.47712125471966244;3.0842186867392387
кремлёвский;3;1215;0.47712125471966244;3.084576277934331
исчезнуть;3;1216;0.47712125471966244;3.084933574936716
стасик;3;1217;0.47712125471966244;3.0852905782300644
вспыхнуть;3;1218;0.47712125471966244;3.0856472882968564
попросить;3;1219;0.47712125471966244;3.0860037056183813
психика;3;1220;0.47712125471966244;3.086359830674748
низ;3;1221;0.47712125471966244;3.086715663944882
аванс;3;1222;0.47712125471966244;3.0870712059065353
красота;3;1223;0.47712125471966244;3.087426457036285
ругаться;3;1224;0.47712125471966244;3.087781417809542
просыхать;3;1225;0.47712125471966244;3.088136088700551
бороться;3;1226;0.47712125471966244;3.088490470182396
никуда;3;1227;0.47712125471966244;3.088844562727004
капля;3;1228;0.47712125471966244;3.0891983668051486
двести;3;1229;0.47712125471966244;3.0895518828864534
никольский;3;1230;0.47712125471966244;3.0899051114393976
усидеть;3;1231;0.47712125471966244;3.090258052931316
радость;3;1232;0.47712125471966244;3.0906107078284064
грех;3;1233;0.47712125471966244;3.0909630765957314
цвет;3;1234;0.47712125471966244;3.091315159697223
белесый;3;1235;0.47712125471966244;3.0916669575956846
брюки;3;1236;0.47712125471966244;3.0920184707527967
впереди;3;1237;0.47712125471966244;3.09236969962912
неизвестный;3;1238;0.47712125471966244;3.092720644684099
толком;3;1239;0.47712125471966244;3.0930713063760633
12;3;1240;0.47712125471966244;3.093421685162235
начинаться;3;1241;0.47712125471966244;3.0937717814987296
салтыковский;3;1242;0.47712125471966244;3.0941215958405612
светло;3;1243;0.47712125471966244;3.0944711286416444
вкус;3;1244;0.47712125471966244;3.0948203803547996
легкомысленный;3;1245;0.47712125471966244;3.0951693514317546
занимать;3;1246;0.47712125471966244;3.0955180423231505
рассмотреть;3;1247;0.47712125471966244;3.0958664534785423
таскать;3;1248;0.47712125471966244;3.096214585346405
немота;3;1249;0.47712125471966244;3.0965624383741353
менять;3;1250;0.47712125471966244;3.096910013008056
мировой;3;1251;0.47712125471966244;3.0972573096934197
фикция;3;1252;0.47712125471966244;3.0976043288744104
скрывать;3;1253;0.47712125471966244;3.09795107099415
достоинство;3;1254;0.47712125471966244;3.0982975364946976
пример;3;1255;0.47712125471966244;3.0986437258170567
скушный;3;1256;0.47712125471966244;3.098989639401177
идиот;3;1257;0.47712125471966244;3.0993352776859573
вздыматься;3;1258;0.47712125471966244;3.0996806411092495
допить;3;1259;0.47712125471966244;3.100025730107862
поэт;3;1260;0.47712125471966244;3.1003705451175625
пастись;3;1261;0.47712125471966244;3.1007150865730817
улыбнуться;3;1262;0.47712125471966244;3.101059354908115
поправка;3;1263;0.47712125471966244;3.1014033505553305
мать;3;1264;0.47712125471966244;3.101747073946366
приехать;3;1265;0.47712125471966244;3.1020905255118367
жара;3;1266;0.47712125471966244;3.102433705681336
глупо;3;1267;0.47712125471966244;3.102776614883441
п;3;1268;0.47712125471966244;3.1031192535457137
ц;3;1269;0.47712125471966244;3.1034616220947044
плясать;3;1270;0.47712125471966244;3.103803720955957
август;3;1271;0.47712125471966244;3.104145550554008
гораздо;3;1272;0.47712125471966244;3.104487111312395
отозваться;3;1273;0.47712125471966244;3.1048284036536553
издали;3;1274;0.47712125471966244;3.105169427999331
волнение;3;1275;0.47712125471966244;3.1055101847699738
15;3;1276;0.47712125471966244;3.105850674385143
королева;3;1277;0.47712125471966244;3.106190897263415
вздрагивать;3;1278;0.47712125471966244;3.106530853822381
рождение;3;1279;0.47712125471966244;3.106870544478654
тварь;3;1280;0.47712125471966244;3.107209969647868
дым;3;1281;0.47712125471966244;3.107549129744686
разомкнуть;3;1282;0.47712125471966244;3.1078880251827985
пропорция;3;1283;0.47712125471966244;3.1082266563749283
сегодняшний;3;1284;0.47712125471966244;3.1085650237328344
выдохнуть;3;1285;0.47712125471966244;3.1089031276673134
властно;3;1286;0.47712125471966244;3.1092409685882028
бок;3;1287;0.47712125471966244;3.1095785469043866
ибо;3;1288;0.47712125471966244;3.1099158630237933
задыхаться;3;1289;0.47712125471966244;3.1102529173534026
помысел;3;1290;0.47712125471966244;3.110589710299249
маркс;3;1291;0.47712125471966244;3.11092624226642
приседать;3;1292;0.47712125471966244;3.111262513659065
наполнять;3;1293;0.47712125471966244;3.1115985248803937
мутный;3;1294;0.47712125471966244;3.111934276332681
вдохновение;3;1295;0.47712125471966244;3.11226976841727
хмель;3;1296;0.47712125471966244;3.112605001534574
роже;3;1297;0.47712125471966244;3.1129399760840797
аромат;3;1298;0.47712125471966244;3.11327469246435
истома;3;1299;0.47712125471966244;3.1136091510730277
восторженно;3;1300;0.47712125471966244;3.1139433523068365
обонять;3;1301;0.47712125471966244;3.114277296561586
шея;3;1302;0.47712125471966244;3.1146109842321725
страшный;3;1303;0.47712125471966244;3.1149444157125843
стукнуть;3;1304;0.47712125471966244;3.115277591395901
желать;3;1305;0.47712125471966244;3.1156105116742996
боря;3;1306;0.47712125471966244;3.1159431769390546
прислать;3;1307;0.47712125471966244;3.116275587580544
томат;3;1308;0.47712125471966244;3.1166077439882485
радостный;3;1309;0.47712125471966244;3.1169396465507555
свинья;3;1310;0.47712125471966244;3.117271295655764
сменяться;3;1311;0.47712125471966244;3.117602691690084
полгода;3;1312;0.47712125471966244;3.117933835039641
благородный;3;1313;0.47712125471966244;3.118264726089479
мах;3;1314;0.47712125471966244;3.1185953652237615
переходить;3;1315;0.47712125471966244;3.1189257528257763
деваться;3;1316;0.47712125471966244;3.1192558892779365
хватить;3;1317;0.47712125471966244;3.1195857749617835
восемнадцать;3;1318;0.47712125471966244;3.119915410257991
дремота;3;1319;0.47712125471966244;3.120244795546365
восьмой;3;1320;0.47712125471966244;3.1205739312058496
воображение;3;1321;0.47712125471966244;3.120902817614527
чутьчуть;3;1322;0.47712125471966244;3.121231455149621
купать;3;1323;0.47712125471966244;3.1215598441875008
условие;3;1324;0.47712125471966244;3.121887985103681
дмитрий;3;1325;0.47712125471966244;3.122215878272826
ложный;3;1326;0.47712125471966244;3.122543524068754
италия;3;1327;0.47712125471966244;3.122870922864435
разумеется;3;1328;0.47712125471966244;3.1231980750319983
вызвать;3;1329;0.47712125471966244;3.1235249809427317
трудно;3;1330;0.47712125471966244;3.123851640967086
килька;3;1331;0.47712125471966244;3.124178055474675
записывать;3;1332;0.47712125471966244;3.1245042248342823
опрокинуть;3;1333;0.47712125471966244;3.1248301494138593
падение;3;1334;0.47712125471966244;3.12515582958053
человечество;3;1335;0.47712125471966244;3.1254812657005937
поразить;3;1336;0.47712125471966244;3.1258064581395266
предотвратить;3;1337;0.47712125471966244;3.126131407261984
четырнадцать;3;1338;0.47712125471966244;3.1264561134318036
лишить;3;1339;0.47712125471966244;3.1267805770120085
власть;3;1340;0.47712125471966244;3.1271047983648073
яркий;3;1341;0.47712125471966244;3.1274287778515983
создать;3;1342;0.47712125471966244;3.1277525158329733
присутствие;3;1343;0.47712125471966244;3.128076012668715
сенатор;3;1344;0.47712125471966244;3.128399268717806
100;3;1345;0.47712125471966244;3.1287222843384264
тёмный;3;1346;0.47712125471966244;3.129045059887958
серебристый;3;1347;0.47712125471966244;3.1293675957229854
нравственный;3;1348;0.47712125471966244;3.1296898921993006
язва;3;1349;0.47712125471966244;3.130011949671904
потливость;3;1350;0.47712125471966244;3.130333768495006
послать;3;1351;0.47712125471966244;3.1306553490220304
вначале;3;1352;0.47712125471966244;3.1309766916056168
здравый;3;1353;0.47712125471966244;3.1312977965976225
вода;3;1354;0.47712125471966244;3.131618664349125
повилика;3;1355;0.47712125471966244;3.131939295210424
вдоль;3;1356;0.47712125471966244;3.132259689531044
предлагать;3;1357;0.47712125471966244;3.132579847659737
напиток;3;1358;0.47712125471966244;3.1328997699444825
харя;3;1359;0.47712125471966244;3.133219456732494
сухой;3;1360;0.47712125471966244;3.133538908370217
разный;3;1361;0.47712125471966244;3.1338581252033344
десятка;3;1362;0.47712125471966244;3.134177107576766
влюбить;3;1363;0.47712125471966244;3.1344958558346736
простота;3;1364;0.47712125471966244;3.13481437032046
похожий;3;1365;0.47712125471966244;3.1351326513767748
облизываться;3;1366;0.47712125471966244;3.1354506993455136
влага;3;1367;0.47712125471966244;3.135768514567822
нос;3;1368;0.47712125471966244;3.136086097384097
поманить;3;1369;0.47712125471966244;3.1364034481339895
передать;3;1370;0.47712125471966244;3.1367205671564067
погрузить;3;1371;0.47712125471966244;3.137037454789512
губа;3;1372;0.47712125471966244;3.1373541113707324
нижний;3;1373;0.47712125471966244;3.1376705372367546
находить;3;1374;0.47712125471966244;3.1379867327235313
лавка;3;1375;0.47712125471966244;3.138302698166281
старичок;3;1376;0.47712125471966244;3.138618433899492
отойти;3;1377;0.47712125471966244;3.138933940256923
усов;3;1378;0.47712125471966244;3.139249217571607
некоторый;3;1379;0.47712125471966244;3.1395642661758494
опера;3;1380;0.47712125471966244;3.139879086401236
цилиндр;3;1381;0.47712125471966244;3.140193678578631
отлёт;3;1382;0.47712125471966244;3.1405080430381793
бросать;3;1383;0.47712125471966244;3.1408221801093106
лафит;3;1384;0.47712125471966244;3.141136090120739
радостно;3;1385;0.47712125471966244;3.141449773400467
безобразно;3;1386;0.47712125471966244;3.141763230275788
невежество;3;1387;0.47712125471966244;3.1420764610732843
спасать;3;1388;0.47712125471966244;3.142389466118836
ударять;3;1389;0.47712125471966244;3.1427022457376155
блевотина;3;1390;0.47712125471966244;3.143014800254095
вниз;3;1391;0.47712125471966244;3.143327129992046
ляпнуть;3;1392;0.47712125471966244;3.1436392352745433
заставлять;3;1393;0.47712125471966244;3.1439511164239633
фрязев;3;1394;0.47712125471966244;3.1442627737619904
поступать;3;1395;0.47712125471966244;3.144574207609616
лоб;3;1396;0.47712125471966244;3.144885418287142
гад;3;1397;0.47712125471966244;3.1451964061141817
широкий;3;1398;0.47712125471966244;3.1455071714096623
вытащить;3;1399;0.47712125471966244;3.1458177144918276
опровергать;3;1400;0.47712125471966244;3.1461280356782377
сменить;3;1401;0.47712125471966244;3.146438135285774
принимать;3;1402;0.47712125471966244;3.1467480136306394
разговор;3;1403;0.47712125471966244;3.1470576710283598
360;3;1404;0.47712125471966244;3.147367107793786
262;3;1405;0.47712125471966244;3.147676324241098
уважить;3;1406;0.47712125471966244;3.147985320683805
помолчать;3;1407;0.47712125471966244;3.1482940974347455
гадина;3;1408;0.47712125471966244;3.1486026548060932
агава;3;1409;0.47712125471966244;3.148910993109356
моргать;3;1410;0.47712125471966244;3.1492191126553797
сердиться;3;1411;0.47712125471966244;3.149527013754348
приятель;3;1412;0.47712125471966244;3.1498346967157844
арфистка;3;1413;0.47712125471966244;3.1501421618485583
пепел;3;1414;0.47712125471966244;3.15044940946088
съездить;3;1415;0.47712125471966244;3.150756439860309
ради;3;1416;0.47712125471966244;3.1510632533537497
застонать;3;1417;0.47712125471966244;3.1513698502474603
проговорить;3;1418;0.47712125471966244;3.1516762308470474
неожиданно;3;1419;0.47712125471966244;3.1519823954574737
припомнить;3;1420;0.47712125471966244;3.1522883443830563
плыть;3;1421;0.47712125471966244;3.1525940779274695
охватить;3;1422;0.47712125471966244;3.152899596393747
кинокартина;3;1423;0.47712125471966244;3.153204900084284
передний;3;1424;0.47712125471966244;3.1535099893008374
рассказ;3;1425;0.47712125471966244;3.153814864344529
раздаваться;3;1426;0.47712125471966244;3.1541195255158465
поздно;3;1427;0.47712125471966244;3.1544239731146466
искушать;3;1428;0.47712125471966244;3.1547282074401553
обойтись;3;1429;0.47712125471966244;3.15503222879097
поиск;3;1430;0.47712125471966244;3.1553360374650614
