Word;Frequency;Rank;Logarithm of Frequency;Logarithm of rank
свободно;1;4228;0.0;3.6261349786353883
рубикон;1;4229;0.0;3.6262376851469003
фамилия;1;4230;0.0;3.6263403673750423
звучный;1;4231;0.0;3.626443025331294
сфр;1;4232;0.0;3.626545659027129
комби;1;4233;0.0;3.6266482684740105
корм;1;4234;0.0;3.6267508536833932
ангажироваться;1;4235;0.0;3.626853414666725
переспросить;1;4236;0.0;3.6269559514354466
скрытый;1;4237;0.0;3.627058464000989
карачки;1;4238;0.0;3.627160952374776
обнюхивать;1;4239;0.0;3.6272634165682205
обнюхать;1;4240;0.0;3.6273658565927325
поморщиться;1;4241;0.0;3.6274682724597094
отъезд;1;4242;0.0;3.627570664180543
палата;1;4243;0.0;3.6276730317666153
снежный;1;4244;0.0;3.6277753752293025
горемыка;1;4245;0.0;3.6278776945799716
чучело;1;4246;0.0;3.6279799898299796
пугало;1;4247;0.0;3.6280822609906793
ангажемент;1;4248;0.0;3.6281845080734123
монокль;1;4249;0.0;3.628286731089514
уильям;1;4250;0.0;3.6283889300503116
выставить;1;4251;0.0;3.628491104967123
обозрение;1;4252;0.0;3.628593255851259
пыльный;1;4253;0.0;3.628695382714023
вписаться;1;4254;0.0;3.62879748556671
интерьер;1;4255;0.0;3.6288995644206063
37;1;4256;0.0;3.6290016192869916
наинтересный;1;4257;0.0;3.6291036501771363
рьяный;1;4258;0.0;3.629205657102304
полудремота;1;4259;0.0;3.629307640073748
полпути;1;4260;0.0;3.6294095991027184
ослепить;1;4261;0.0;3.629511534200453
свистящий;1;4262;0.0;3.6296134453781828
жевотой;1;4263;0.0;3.629715332647132
дефекация;1;4264;0.0;3.6298171960185157
прикрыть;1;4265;0.0;3.6299190355035416
фатаморган;1;4266;0.0;3.630020851113409
отщепенец;1;4267;0.0;3.630122642859312
неудобно;1;4268;0.0;3.630224410752432
провалиться;1;4269;0.0;3.6303261548039467
брезгливый;1;4270;0.0;3.6304278750250236
решительный;1;4271;0.0;3.6305295714268238
осущить;1;4272;0.0;3.6306312440204995
индус;1;4273;0.0;3.6307328928171962
сгонять;1;4274;0.0;3.6308345178280503
ефрон;1;4275;0.0;3.6309361190641916
брокгауз;1;4276;0.0;3.63103769653674
штрафовать;1;4277;0.0;3.631139250256811
выплёскивать;1;4278;0.0;3.631240780235509
скрываться;1;4279;0.0;3.6313422864839326
увлекать;1;4280;0.0;3.631443769013172
поддаться;1;4281;0.0;3.6315452278343088
паника;1;4282;0.0;3.631646662958419
насмерть;1;4283;0.0;3.631748074396569
проход;1;4284;0.0;3.631849462159818
сжимать;1;4285;0.0;3.631950826259217
шоферня;1;4286;0.0;3.6320521667058094
грач;1;4287;0.0;3.6321534835106326
семёный;1;4288;0.0;3.632254776684713
чузлинк;1;4289;0.0;3.6323560462390727
спокойно;1;4290;0.0;3.632457292184724
развалиться;1;4291;0.0;3.632558514532671
негоциант;1;4292;0.0;3.632659713293913
нововведение;1;4293;0.0;3.6327608884794387
укрепить;1;4294;0.0;3.6328620401002296
масса;1;4295;0.0;3.6329631681672607
удешевлять;1;4296;0.0;3.633064272691499
упрощать;1;4297;0.0;3.633165353683903
гуманизировать;1;4298;0.0;3.6332664111554243
крик;1;4299;0.0;3.6333674451170066
предвосхищение;1;4300;0.0;3.633468455579586
плотоядно;1;4301;0.0;3.633569442554091
держаться;1;4302;0.0;3.633670406051443
доезжать;1;4303;0.0;3.633771346082555
обычно;1;4304;0.0;3.633872262658332
причитаться;1;4305;0.0;3.6339731557896733
коверкот;1;4306;0.0;3.6340740254874677
любезный;1;4307;0.0;3.6341748717625992
гнев;1;4308;0.0;3.6342756946259436
возмущение;1;4309;0.0;3.6343764940883676
кровожадный;1;4310;0.0;3.634477270160731
обдать;1;4311;0.0;3.634578022853888
перегар;1;4312;0.0;3.634678752178682
отступленьице;1;4313;0.0;3.634779458145951
положить;1;4314;0.0;3.6348801407665263
скорый;1;4315;0.0;3.6349808000512285
впервые;1;4316;0.0;3.6350814360108727
столкнуться;1;4317;0.0;3.6351820486562674
заступить;1;4318;0.0;3.6352826379982113
должность;1;4319;0.0;3.635383204047498
38;1;4320;0.0;3.6354837468149115
заинтересоваться;1;4321;0.0;3.6355842663112297
подробный;1;4322;0.0;3.6356847625472226
античный;1;4323;0.0;3.635785235533651
скандальный;1;4324;0.0;3.635885685281272
тарквиний;1;4325;0.0;3.6359861118008325
дослушать;1;4326;0.0;3.6360865151030723
шалопай;1;4327;0.0;3.6361868951987235
тарквиния;1;4328;0.0;3.636287252098513
редкий;1;4329;0.0;3.6363875858131562
бабник;1;4330;0.0;3.6364878963533647
утопист;1;4331;0.0;3.636588183729842
привлекать;1;4332;0.0;3.636688447953282
альковный;1;4333;0.0;3.636788689034374
нагрянуть;1;4334;0.0;3.6368889069837986
кинуться;1;4335;0.0;3.636989101812229
продолжение;1;4336;0.0;3.6370892735303304
ул;1;4337;0.0;3.637189422148762
христианский;1;4338;0.0;3.6372895476781744
гипатия;1;4339;0.0;3.6373896501292116
наущение;1;4340;0.0;3.6374897295125104
патриарх;1;4341;0.0;3.6375897858386996
кирилл;1;4342;0.0;3.637689819118401
фанатизм;1;4343;0.0;3.637789829362229
монах;1;4344;0.0;3.63788981658079
александрия;1;4345;0.0;3.637989780784685
сорвать;1;4346;0.0;3.6380897219845054
гипатий;1;4347;0.0;3.638189640190837
вконец;1;4348;0.0;3.638289535414257
продолжаться;1;4349;0.0;3.638389407665336
непобитый;1;4350;0.0;3.638489256954637
индира;1;4351;0.0;3.6385890832927164
ганди;1;4352;0.0;3.6386888866901232
удав;1;4353;0.0;3.638788667157398
султан;1;4354;0.0;3.638888424705075
шахриар;1;4355;0.0;3.6389881593436813
умоляющий;1;4356;0.0;3.6390878710837367
прилично;1;4357;0.0;3.6391875599357535
дымина;1;4358;0.0;3.6392872259102367
перенестись;1;4359;0.0;3.6393868690176836
золотой;1;4360;0.0;3.6394864892685854
ейя;1;4361;0.0;3.639586086673426
грясти;1;4362;0.0;3.6396856612426807
рейх;1;4363;0.0;3.6397852129868196
позвонок;1;4364;0.0;3.639884741916304
семнадцатый;1;4365;0.0;3.6399842480415883
шагнуть;1;4366;0.0;3.6400837313731205
вожделенный;1;4367;0.0;3.64018319192134
царство;1;4368;0.0;3.64028262969668
пришествие;1;4369;0.0;3.6403820447095683
рокотать;1;4370;0.0;3.640481436970421
шахразад;1;4371;0.0;3.640580806489652
истомиться;1;4372;0.0;3.6406801532776645
симеон;1;4373;0.0;3.6407794773448563
ныне;1;4374;0.0;3.6408787787016177
отпущаестать;1;4375;0.0;3.640978057358332
раб;1;4376;0.0;3.6410773133253738
владыка;1;4377;0.0;3.6411765466131136
архангел;1;4378;0.0;3.6412757572319125
гавриил;1;4379;0.0;3.641374945192125
богородица;1;4380;0.0;3.6414741105040993
дева;1;4381;0.0;3.6415732531781746
радоваться;1;4382;0.0;3.6416723732246865
благословенный;1;4383;0.0;3.6417714706539592
жена;1;4384;0.0;3.641870545476312
доктор;1;4385;0.0;3.641969597702059
продлиться;1;4386;0.0;3.6420686273415037
вписать;1;4387;0.0;3.6421676344049447
исайя;1;4388;0.0;3.6422666189026733
ликовать;1;4389;0.0;3.642365580844973
диоген;1;4390;0.0;3.642464520242121
нетерпение;1;4391;0.0;3.642563437104387
мучитель;1;4392;0.0;3.642662331442035
рассчёт;1;4393;0.0;3.6427612032653203
покинутый;1;4394;0.0;3.642860052584491
затрепетать;1;4395;0.0;3.6429588794097905
угнести;1;4396;0.0;3.6430576837514526
задёргаться;1;4397;0.0;3.643156465619706
волк;1;4398;0.0;3.6432552250247707
агнец;1;4399;0.0;3.643353961976862
пролиться;1;4400;0.0;3.6434526764861874
кавалер;1;4401;0.0;3.6435513685629446
выбрать;1;4402;0.0;3.643650038217329
барышня;1;4403;0.0;3.6437486854595256
гитана;1;4404;0.0;3.643847310299714
заломить;1;4405;0.0;3.643945912748066
суетливый;1;4406;0.0;3.6440444928147486
путаться;1;4407;0.0;3.644143050509918
снимать;1;4408;0.0;3.6442415858437287
мундир;1;4409;0.0;3.644340098826322
форменный;1;4410;0.0;3.644438589467838
повскакать;1;4411;0.0;3.644537057778407
изжить;1;4412;0.0;3.6446355037681526
прогнать;1;4413;0.0;3.644733927447192
примирить;1;4414;0.0;3.644832328825636
телевизор;1;4415;0.0;3.6449307079135873
дипломатический;1;4416;0.0;3.6450290647211423
приём;1;4417;0.0;3.6451273992583912
естественно;1;4418;0.0;3.645225711535416
опомниться;1;4419;0.0;3.645324001562293
чудовищно;1;4420;0.0;3.6454222693490914
размягчить;1;4421;0.0;3.6455205149058734
зыбка;1;4422;0.0;3.645618738242695
дотащить;1;4423;0.0;3.6457169393696036
входной;1;4424;0.0;3.645815118296641
парандж;1;4425;0.0;3.6459132750338443
автоматически;1;4426;0.0;3.6460114095912384
полуживой;1;4427;0.0;3.6461095219788477
расстегнуть;1;4428;0.0;3.6462076122066844
постоялый;1;4429;0.0;3.646305680284758
колебаться;1;4430;0.0;3.646403726223069
тростник;1;4431;0.0;3.6465017500316117
безбилетный;1;4432;0.0;3.6465997517203728
проезд;1;4433;0.0;3.6466977312993345
уний;1;4434;0.0;3.6467956887784685
самымсамый;1;4435;0.0;3.646893624167745
орехов;1;4436;0.0;3.646991537477122
вбирать;1;4437;0.0;3.6470894287165545
слюна;1;4438;0.0;3.647187297895989
выплюнуть;1;4439;0.0;3.6472851450253665
ореховский;1;4440;0.0;3.6473829701146196
входящий;1;4441;0.0;3.647480773173675
затыкать;1;4442;0.0;3.6475785542124544
прорубь;1;4443;0.0;3.6476763132408703
погрузиться;1;4444;0.0;3.6477740502688296
стихия;1;4445;0.0;3.647871765306232
пространство;1;4446;0.0;3.6479694583629714
чьюто;1;4447;0.0;3.648067129448934
нащупать;1;4448;0.0;3.648164778574001
непочатый;1;4449;0.0;3.648262405748044
глотнуть;1;4450;0.0;3.648360010980931
сложить;1;4451;0.0;3.648457594282522
весло;1;4452;0.0;3.6485551556626703
выдумка;1;4453;0.0;3.648652695131223
злато;1;4454;0.0;3.6487502126980194
твердить;1;4455;0.0;3.6488477083728936
ложь;1;4456;0.0;3.648945182165672
уныние;1;4457;0.0;3.6490426340861757
прообраз;1;4458;0.0;3.6491400641442184
сверкнуть;1;4459;0.0;3.649237472349607
отблеск;1;4460;0.0;3.6493348587121415
облачить;1;4461;0.0;3.649432223241616
смежить;1;4462;0.0;3.6495295659478186
раздвигать;1;4463;0.0;3.649626886840529
заспанный;1;4464;0.0;3.649724185929522
щуриться;1;4465;0.0;3.6498214632245647
отрабатывать;1;4466;0.0;3.6499187187354183
гартино;1;4467;0.0;3.650015952471838
оговориться;1;4468;0.0;3.6501131644435714
противник;1;4469;0.0;3.6502103546603593
авантюра;1;4470;0.0;3.650307523131936
достигать;1;4471;0.0;3.6504046698680317
совершаться;1;4472;0.0;3.6505017948783665
стогна;1;4473;0.0;3.6505988981726567
ослабить;1;4474;0.0;3.6506959797606107
кровопролитие;1;4475;0.0;3.6507930396519304
трава;1;4476;0.0;3.6508900778563125
условный;1;4477;0.0;3.650987094383445
антонио;1;4478;0.0;3.651084089243011
сальери;1;4479;0.0;3.6511810624446874
шаловливый;1;4480;0.0;3.6512780139981436
двусмысленный;1;4481;0.0;3.6513749439130425
елисейковский;1;4482;0.0;3.6514718521990424
забор;1;4483;0.0;3.6515687388657914
мел;1;4484;0.0;3.6516656039229347
чёткий;1;4485;0.0;3.6517624473801105
лапидарный;1;4486;0.0;3.6518592692469487
штандарт;1;4487;0.0;3.651956069533074
тартино;1;4488;0.0;3.652052848248105
раненый;1;4489;0.0;3.6521496054016525
склон;1;4490;0.0;3.6522463410033232
врождённый;1;4491;0.0;3.6523430550627145
слабоумие;1;4492;0.0;3.6524397475894204
поверженный;1;4493;0.0;3.652536418593025
неугодново;1;4494;0.0;3.6526330680831096
пекша;1;4495;0.0;3.6527296960692475
молить;1;4496;0.0;3.6528263025610044
пощада;1;4497;0.0;3.6529228875679416
полошах;1;4498;0.0;3.6530194510996132
сельпо;1;4499;0.0;3.6531159931655663
занятый;1;4500;0.0;3.6532125137753435
восстать;1;4501;0.0;3.6533090129384784
провозгласить;1;4502;0.0;3.6534054906645004
доставить;1;4503;0.0;3.6535019469629324
симпровизировать;1;4504;0.0;3.6535983818432896
победитель;1;4505;0.0;3.6536947953150816
лоскут;1;4506;0.0;3.6537911873878115
максимилиан;1;4507;0.0;3.653887558070977
робеспьер;1;4508;0.0;3.653983907374069
оливер;1;4509;0.0;3.6540802353065702
кромвель;1;4510;0.0;3.6541765418779604
отряд;1;4511;0.0;3.6542728270977105
41;1;4512;0.0;3.654369090975286
куличок;1;4513;0.0;3.6544653335201454
борода;1;4514;0.0;3.654561554741743
клин;1;4515;0.0;3.6546577546495245
унимать;1;4516;0.0;3.6547539332529304
хозяйство;1;4517;0.0;3.6548500905613936
гражданский;1;4518;0.0;3.654946226584344
фронт;1;4519;0.0;3.655042341331202
прерывать;1;4520;0.0;3.6551384348113816
доходить;1;4521;0.0;3.655234507034294
говноговно;1;4522;0.0;3.6553305580093403
впопыхах;1;4523;0.0;3.6554265877459184
азарт;1;4524;0.0;3.6555225962534172
состоять;1;4525;0.0;3.6556185835412216
нато;1;4526;0.0;3.65571454961871
владик;1;4527;0.0;3.6558104944952516
цаский;1;4528;0.0;3.655906418180215
почтамт;1;4529;0.0;3.6560023206829566
пачка;1;4530;0.0;3.6560982020128314
адресовать;1;4531;0.0;3.656194062179186
объявление;1;4532;0.0;3.6562899011913594
вручение;1;4533;0.0;3.6563857190586875
запечатать;1;4534;0.0;3.656481515790498
отправить;1;4535;0.0;3.6565772913961134
франко;1;4536;0.0;3.6566730458848498
перст;1;4537;0.0;3.656768779266016
побелеть;1;4538;0.0;3.6568644915489172
одряхлеть;1;4539;0.0;3.656960182742849
разъйкаудильо;1;4540;0.0;3.6570558528571038
гарольд;1;4541;0.0;3.6571515019009664
вильсон;1;4542;0.0;3.6572471298837157
потребовать;1;4543;0.0;3.6573427368146256
канонерка;1;4544;0.0;3.657438322702962
залив;1;4545;0.0;3.6575338875579857
акаба;1;4546;0.0;3.6576294313889517
произволение;1;4547;0.0;3.6577249542051073
владислас;1;4548;0.0;3.657820456015697
неотъемлемый;1;4549;0.0;3.6579159368299545
абба;1;4550;0.0;3.658011396657112
сухарто;1;4551;0.0;3.6581068355063926
виньеточка;1;4552;0.0;3.658202253387014
жёлудь;1;4553;0.0;3.6582976503081897
порадоваться;1;4554;0.0;3.658393026279124
губошлёп;1;4555;0.0;3.6584883813090165
признавать;1;4556;0.0;3.658583715407062
субъект;1;4557;0.0;3.6586790285824486
захватить;1;4558;0.0;3.6587743208443566
энтузиазм;1;4559;0.0;3.6588695922019623
норвежский;1;4560;0.0;3.658964842664435
воображать;1;4561;0.0;3.659060072240938
рад;1;4562;0.0;3.6591552809406296
рвать;1;4563;0.0;3.6592504687726604
предсельсовет;1;4564;0.0;3.659345635746176
анатолий;1;4565;0.0;3.6594407818703174
сарай;1;4566;0.0;3.659535907154216
эва;1;4567;0.0;3.6596310116070003
кормить;1;4568;0.0;3.659726095237791
соответствие;1;4569;0.0;3.659821158055705
женевский;1;4570;0.0;3.65991620006985
конвенция;1;4571;0.0;3.6600112212893303
потянуть;1;4572;0.0;3.660106221723244
состояться;1;4573;0.0;3.6602012013806817
пронумеровать;1;4574;0.0;3.6602961602707293
отнять;1;4575;0.0;3.6603910984024672
полторыдва;1;4576;0.0;3.6604860157849677
поглотить;1;4577;0.0;3.660580912427299
тема;1;4578;0.0;3.6606757883385237
чисто;1;4579;0.0;3.6607706435276968
сидя;1;4580;0.0;3.660865478003869
президиум;1;4581;0.0;3.6609602917760835
мыслить;1;4582;0.0;3.6610550848533783
увенчиваться;1;4583;0.0;3.6611498572447867
обязать;1;4584;0.0;3.661244608959333
облечённый;1;4585;0.0;3.66133934000604
угодье;1;4586;0.0;3.66143405039392
42;1;4587;0.0;3.661528740131982
движимость;1;4588;0.0;3.66162340922923
спиртной;1;4589;0.0;3.661718057694659
выкуп;1;4590;0.0;3.661812685537261
стрелка;1;4591;0.0;3.6619072927660206
принудить;1;4592;0.0;3.6620018793899165
чрез;1;4593;0.0;3.6620964454179235
отозвать;1;4594;0.0;3.6621909908590067
кулуар;1;4595;0.0;3.6622855157221297
тминный;1;4596;0.0;3.662380020016247
говенный;1;4597;0.0;3.6624745037503095
ущипнуть;1;4598;0.0;3.66256896693326
ляжка;1;4599;0.0;3.6626634095740376
анатоль;1;4600;0.0;3.662757831681574
декларация;1;4601;0.0;3.662852233264796
сплоховать;1;4602;0.0;3.662946614332624
неслыханно;1;4603;0.0;3.6630409748939736
шмель;1;4604;0.0;3.6631353149577537
забава;1;4605;0.0;3.6632296345328674
взрослый;1;4606;0.0;3.6633239336282117
шалун;1;4607;0.0;3.663418212252679
летоисчисление;1;4608;0.0;3.663512470415155
говориться;1;4609;0.0;3.6636067081245205
набег;1;4610;0.0;3.663700925389648
райцентр;1;4611;0.0;3.6637951222194074
временно;1;4612;0.0;3.6638892986226606
перенести;1;4613;0.0;3.6639834546082666
черкасов;1;4614;0.0;3.664077590185075
верста;1;4615;0.0;3.6641717053619303
вглубь;1;4616;0.0;3.6642658001476747
территория;1;4617;0.0;3.664359874551141
отставка;1;4618;0.0;3.664453928581157
занять;1;4619;0.0;3.664547962246546
секундудва;1;4620;0.0;3.664641975556125
оценивающе;1;4621;0.0;3.6647359685187046
закрой;1;4622;0.0;3.6648299411430902
замок;1;4623;0.0;3.6649238934380812
моральный;1;4624;0.0;3.6650178254124723
формировать;1;4625;0.0;3.6651117370750512
кабинет;1;4626;0.0;3.6652056284346
овация;1;4627;0.0;3.665299499499897
прикрыться;1;4628;0.0;3.6653933502797114
окрестный;1;4629;0.0;3.66548718078281
озариться;1;4630;0.0;3.6655809910179524
оживление;1;4631;0.0;3.6656747809938928
успех;1;4632;0.0;3.6657685507193793
меж;1;4633;0.0;3.6658623002031545
давить;1;4634;0.0;3.6659560294539566
регулярный;1;4635;0.0;3.6660497384805155
43;1;4636;0.0;3.6661434272915576
отвести;1;4637;0.0;3.6662370958958044
разить;1;4638;0.0;3.6663307443019684
лихорадочный;1;4639;0.0;3.666424372518759
слышный;1;4640;0.0;3.6665179805548807
воевать;1;4641;0.0;3.6666115684190297
бомбить;1;4642;0.0;3.6667051361198983
ерофейчик;1;4643;0.0;3.666798683666174
дружба;1;4644;0.0;3.6668922110665356
каратель;1;4645;0.0;3.66698571832966
кончиться;1;4646;0.0;3.667079205464216
полнота;1;4647;0.0;3.667172672478868
комендантский;1;4648;0.0;3.6672661193822744
чрезвычайный;1;4649;0.0;3.6673595461830866
личность;1;4650;0.0;3.667452952889954
стоящий;1;4651;0.0;3.667546339511516
возразить;1;4652;0.0;3.66763970605641
министр;1;4653;0.0;3.6677330525332668
оборона;1;4654;0.0;3.6678263789507106
склонность;1;4655;0.0;3.667919685317361
обобщение;1;4656;0.0;3.6680129716418315
телетайп;1;4657;0.0;3.668106237932731
сообщение;1;4658;0.0;3.6681994841986616
вследствие;1;4659;0.0;3.668292710448221
естественный;1;4660;0.0;3.6683859166899997
догадываться;1;4661;0.0;3.668479102932585
траурный;1;4662;0.0;3.6685722691845575
выступить;1;4663;0.0;3.6686654154544915
повесить;1;4664;0.0;3.668758541750957
чистоплотный;1;4665;0.0;3.668851648082518
присоединиться;1;4666;0.0;3.6689447344577335
очевидность;1;4667;0.0;3.669037800885156
революционизировать;1;4668;0.0;3.6691308473733324
возвышать;1;4669;0.0;3.6692238739308056
усвоение;1;4670;0.0;3.6693168805661114
вечный;1;4671;0.0;3.669409867287782
затеять;1;4672;0.0;3.669502834104343
бесполезнеж;1;4673;0.0;3.669595781024313
мудянка;1;4674;0.0;3.6696887080562077
рынок;1;4675;0.0;3.669781615208536
пукать;1;4676;0.0;3.669874502489802
бомбардировщик;1;4677;0.0;3.6699673699085036
лопнуть;1;4678;0.0;3.6700602174731336
франк;1;4679;0.0;3.6701530451921798
буря;1;4680;0.0;3.6702458530741238
полететь;1;4681;0.0;3.670338641127442
приводить;1;4682;0.0;3.670431409360605
луговина;1;4683;0.0;3.6705241577820793
пажить;1;4684;0.0;3.670616886400325
заросль;1;4685;0.0;3.670709595223797
44;1;4686;0.0;3.670802284260944
шиповник;1;4687;0.0;3.6708949535202096
коровий;1;4688;0.0;3.6709876030100337
кланяться;1;4689;0.0;3.671080232738849
путешковы;1;4690;0.0;3.671172842715083
осветить;1;4691;0.0;3.671265432947158
терраса;1;4692;0.0;3.6713580034434914
ответ;1;4693;0.0;3.6714505542124938
расхохотаться;1;4694;0.0;3.6715430852625737
постучать;1;4695;0.0;3.6716355966021292
ржание;1;4696;0.0;3.6717280882395578
ржать;1;4697;0.0;3.6718205601832485
оглянуться;1;4698;0.0;3.671913012441587
грязно;1;4699;0.0;3.6720054450229513
саади;1;4700;0.0;3.6720978579357166
прям;1;4701;0.0;3.6721902511882525
кипарис;1;4702;0.0;3.6722826247889206
щедрый;1;4703;0.0;3.6723749787460793
сжатый;1;4704;0.0;3.672467313068082
ухмылка;1;4705;0.0;3.6725596277632757
днище;1;4706;0.0;3.6726519228400023
невнятный;1;4707;0.0;3.672744198306599
толпиться;1;4708;0.0;3.672836454171397
задавать;1;4709;0.0;3.6729286904427223
завтрем;1;4710;0.0;3.6730209071288957
вершок;1;4711;0.0;3.673113104238233
рассуждать;1;4712;0.0;3.6732052817790444
научиться;1;4713;0.0;3.673297439759635
белымбелые;1;4714;0.0;3.6733895781883046
невеститься;1;4715;0.0;3.673481697073347
кладбище;1;4716;0.0;3.6735737964230513
неладный;1;4717;0.0;3.6736658762457015
гниль;1;4718;0.0;3.6737579365495763
королевство;1;4719;0.0;3.6738499773429485
набекрень;1;4720;0.0;3.6739419986340875
пошутить;1;4721;0.0;3.6740340004312544
нелепо;1;4722;0.0;3.6741259827427077
подъехать;1;4723;0.0;3.6742179455767
вытянуться;1;4724;0.0;3.674309888941477
струнка;1;4725;0.0;3.674401812845282
наклониться;1;4726;0.0;3.6744937172963503
рукав;1;4727;0.0;3.6745856023029133
одиночество;1;4728;0.0;3.674677467873199
горечь;1;4729;0.0;3.6747693140154256
45;1;4730;0.0;3.6748611407378116
снег;1;4731;0.0;3.6749529480485648
приятный;1;4732;0.0;3.675044735955892
злорадный;1;4733;0.0;3.675136504467994
напасть;1;4734;0.0;3.6752282535930636
уткнуться;1;4735;0.0;3.6753199833392918
электричка;1;4736;0.0;3.675411693714863
неа;1;4737;0.0;3.675503384727956
оттачиваться;1;4738;0.0;3.675595056386746
единоборство;1;4739;0.0;3.6756867086994003
рассудко;1;4740;0.0;3.675778341674085
извечный;1;4741;0.0;3.6758699553189564
зажать;1;4742;0.0;3.675961549642169
сморкнуться;1;4743;0.0;3.6760531246518715
требовать;1;4744;0.0;3.676144680356206
такто;1;4745;0.0;3.676236216763311
слава;1;4746;0.0;3.67632773388132
короткий;1;4747;0.0;3.6764192317183597
очухаться;1;4748;0.0;3.676510710282553
бах;1;4749;0.0;3.6766021695820177
поездтый;1;4750;0.0;3.676693609624866
тошный;1;4751;0.0;3.6767850304192047
нахмуриться;1;4752;0.0;3.676876431973137
даа;1;4753;0.0;3.676967814294758
справшивать;1;4754;0.0;3.6770591773921613
торопыга;1;4755;0.0;3.6771505212734326
скромный;1;4756;0.0;3.6772418459466536
утомить;1;4757;0.0;3.677333151419901
стараться;1;4758;0.0;3.677424437701247
46;1;4759;0.0;3.677515704798757
грудной;1;4760;0.0;3.677606952720493
задворки;1;4761;0.0;3.6776981814745104
вдребодан;1;4762;0.0;3.677789391068861
уезжать;1;4763;0.0;3.67788058151159
кос;1;4764;0.0;3.6779717528107394
хвалиться;1;4765;0.0;3.678062904974345
косато;1;4766;0.0;3.6781540380104367
прибывать;1;4767;0.0;3.678245151927042
ниже;1;4768;0.0;3.6783362467321794
осенний;1;4769;0.0;3.6784273224338664
гулькин;1;4770;0.0;3.678518379040114
сильно;1;4771;0.0;3.6786094165589263
прослезиться;1;4772;0.0;3.678700434998304
залить;1;4773;0.0;3.678791434366244
смутиться;1;4774;0.0;3.6788824146707353
поднимать;1;4775;0.0;3.6789733759197647
помешать;1;4776;0.0;3.6790643181213123
полюдоедски;1;4777;0.0;3.679155241283354
угадывать;1;4778;0.0;3.6792461454138587
обиженно;1;4779;0.0;3.6793370305207937
разгон;1;4780;0.0;3.6794278966121183
трахнуть;1;4781;0.0;3.679518743695789
людоедский;1;4782;0.0;3.6796095717797557
треснуть;1;4783;0.0;3.679700380871964
додуматься;1;4784;0.0;3.679791170980354
вытирать;1;4785;0.0;3.679881942112862
паскуда;1;4786;0.0;3.6799726942774185
порхать;1;4787;0.0;3.680063427481948
лобзать;1;4788;0.0;3.680154141734373
47;1;4789;0.0;3.6802448370426073
моровой;1;4790;0.0;3.680335513414563
кемнибыть;1;4791;0.0;3.6804261708581447
обручить;1;4792;0.0;3.6805168093812544
разгадать;1;4793;0.0;3.6806074289917876
подлюка;1;4794;0.0;3.6806980296976346
томь;1;4795;0.0;3.6807886115066824
разъать;1;4796;0.0;3.680879174426811
скотина;1;4797;0.0;3.6809697184658967
подтекст;1;4798;0.0;3.6810602436318116
разгадывать;1;4799;0.0;3.681150749932421
ах;1;4800;0.0;3.681241237375587
пришвартоваться;1;4801;0.0;3.6813317059691655
назыть;1;4802;0.0;3.6814221557210085
отбытие;1;4803;0.0;3.681512586638962
обнаружиться;1;4804;0.0;3.6816029987308676
428;1;4805;0.0;3.6816933920045636
определить;1;4806;0.0;3.681783766467881
нетронутый;1;4807;0.0;3.6818741221286464
беспартийный;1;4808;0.0;3.681964458994683
целость;1;4809;0.0;3.6820547770738075
сплошь;1;4810;0.0;3.6821450763738315
некрасивый;1;4811;0.0;3.6822353569025634
неизвестно;1;4812;0.0;3.682325618667807
отстоять;1;4813;0.0;3.682415861677358
ти;1;4814;0.0;3.6825060859390106
водопьяновский;1;4815;0.0;3.6825962914605532
16ть;1;4816;0.0;3.6826864782497677
сантиметр;1;4817;0.0;3.682776646314434
своротить;1;4818;0.0;3.6828667956623238
мозгляк;1;4819;0.0;3.682956926301208
соседний;1;4820;0.0;3.6830470382388487
73;1;4821;0.0;3.683137131483006
черепок;1;4822;0.0;3.683227206041434
блюдо;1;4823;0.0;3.6833172619218826
получиться;1;4824;0.0;3.6834072991320945
капелька;1;4825;0.0;3.6834973176798114
вдребезги;1;4826;0.0;3.6835873175727665
стоимость;1;4827;0.0;3.6836772988186914
48;1;4828;0.0;3.683767261425311
предъявить;1;4829;0.0;3.6838572054003462
оплатить;1;4830;0.0;3.683947130751512
ахинея;1;4831;0.0;3.6840370374865192
бандитский;1;4832;0.0;3.6841269256130746
внимательно;1;4833;0.0;3.6842167951388802
580;1;4834;0.0;3.684306646071631
125;1;4835;0.0;3.68439647841902
поворачивать;1;4836;0.0;3.684486292188734
курс;1;4837;0.0;3.684576087388455
дорогой;1;4838;0.0;3.684665864025861
совет;1;4839;0.0;3.6847556221086237
жарко;1;4840;0.0;3.684845361644412
торжество;1;4841;0.0;3.6849350826408895
злорадство;1;4842;0.0;3.6850247851057136
обмахнуться;1;4843;0.0;3.685114469046539
живодерский;1;4844;0.0;3.685204134471014
сустав;1;4845;0.0;3.6852937813867834
113;1;4846;0.0;3.685383409801487
чьимтый;1;4847;0.0;3.6854730197227594
просвет;1;4848;0.0;3.685562611158229
городской;1;4849;0.0;3.6856521841155243
уплывать;1;4850;0.0;3.6857417386022635
станционный;1;4851;0.0;3.685831274626063
49;1;4852;0.0;3.6859207921945347
вобраться;1;4853;0.0;3.686010291315285
ослабнуть;1;4854;0.0;3.686099771995916
отъезжать;1;4855;0.0;3.686189234244023
торопиться;1;4856;0.0;3.6862786780672008
